CCTV中央频道,#genre#
BloombergTV,http://59.125.98.83:8551/playlist.m3u8
NHK,http://59.125.98.83:8552/playlist.m3u8
1,http://200.4.96.59:8002/play/a0ez/index.m3u8#http://fortv.cc:8080/live/alphonso/alphonso/57618.m3u8#http://37.19.203.217:6161/udp/239.10.10.6:5000
20 29 31 32#http://200.89.191.165/live/c4eds/Cinemax/SA_SAGEMCOM/Cinemax.m3u8#http://168.232.168.242:8000/play/a053/index.m3u8#http://50.7.34.155:2200/BR/Cinemax_HD-br/tracks-v1a1/mono.m3u8?token=fwBlCndpe3MTCXplN3VjewVheXNnCXphewETcnctenVhfnNlfHJofQ==?md5=null#http://190.171.101.36:80/Cinemax/playlist.m3u8

❤澳门莲花,http://120.84.96.20:808/hls/24/index.m3u8
❤翡翠台,http://120.84.96.20:808/hls/25/index.m3u8
❤明珠台,http://120.84.96.20:808/hls/26/index.m3u8
❤凤凰资讯,http://120.84.96.20:808/hls/28/index.m3u8
❤凤凰中文,http://120.84.96.20:808/hls/29/index.m3u8
❤龙祥时代,http://120.84.96.20:808/hls/35/index.m3u8
金鹰卡通,http://120.84.96.20:808/hls/50/index.m3u8



纬来电影,http://61.221.81.93:8088/hls/69/811/ch35.m3u8#http://59.125.101.187:8710/http/192.168.77.24:8081/hls/69/811/ch35.m3u8?token=7375646f1298469fcd2cecf4cc31d29c6f203f0d#http://50.7.218.42:8278/videolandmovie/playlist.m3u8?tid=ma2dac66da407&ct=18335&tsum=9a5a39559f64a71081ef9b3a85f2886c#http://211.23.114.106:8555/http/116.50.42.19:8081/hls/69/811/ch35.m3u8#http://50.7.61.148:30080/Entry/vlmovie#http://211.23.114.106:8537/http/60.251.39.91:8081/hls/69/811/ch34.m3u8#http://211.23.114.106:12210/http/116.50.42.19:8081/hls/69/811/ch35.m3u8?token=7375646fb4e7374221759aaef85558595642a90e
CINEMAX,
天映频道,
中天娱乐台,
❤东森电影,http://120.84.96.20:808/hls/32/index.m3u8
❤东森洋片,http://120.84.96.20:808/hls/33/index.m3u8
民视,
❤台视,rtmp://59.124.75.138/sat/tv071
❤中视,rtmp://59.124.75.138/sat/tv091
华视,
❤公视,
民视台湾台,
民视第一台,
壹电视新闻台,
华视新闻资讯,
非凡新闻,
年代新闻,
EYE戏剧,
八大第一台,
八大综合台,
八大戏剧台,
八大娱乐台,
东森综合,
东森超视,
东森财经新闻,
东森卡通台,
东森戏剧,
龙华戏剧,
龙华偶像,
龙华洋片,
靖天国际台,
靖天资讯台,
靖天卡通台,
三立财经新闻台,
三立新闻台,
三立台湾台,
三立戏剧台,
三立综合台,
三立都会台,
❤TVBS·欢乐台,rtmp://59.124.75.138/sat/tv421
TVBS·新闻台,
MoMo综合台,
中天综合台,
中天亚洲台,
❤ELEVEN体育1,rtmp://59.124.75.138/sat/tv731
ELEVEN体育2,
❤ELEVEN体育+,rtmp://59.124.75.138/sat/md041#rtmp://59.124.75.138/sat/md051
ELTA影剧,
ELTA体育1,
ELTA体育2,
博斯无限,
博斯无限Ⅱ,
博斯魅力,
博斯运动Ⅱ,
博斯高球Ⅱ,
博斯网球,
智林体育台,
纬来体育,
纬来育乐,
纬来日本,
❤大爱一台,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
❤大爱二台,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
❤好消息1台,http://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch1-1.m3u8
❤好消息2台,http://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch2-1.m3u8
❤好消息卡通,https://dqhxk7sbp7xog.cloudfront.net/osmflivech45.m3u8
❤大立電視,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
❤中台湾生活网,http://58.99.33.16:1935/liveedge17/live_852_3.stream/chunklist.m3u8
❤南投新闻,http://58.99.33.16:1935/liveedge17/l
ive_853_3.stream/chunklist.m3u8
❤海豚综合台,http://58.99.33.16:1935/liveedge17/live_077_3.stream/chunklist.m3u8
❤美丽人生,http://58.99.33.16:1935/liveedge17/live_070_3.stream/chunklist.m3u8
❤NHK华语视界,https://nhkw-zh-hlscomp.akamaized.net/8thz5iufork8wjip/playlist.m3u8
天映经典,
天映电影,
卫视中文台,
星空,
星卫HD电影台,
台版美亚电影台,
阿里郎,
ANIMAX,
HITS,
WB华纳电影,
HBO fmily,
HBO原创,
好莱坞电影台,
AXN,
ABC新闻,



英雄联盟赛事,http://121.51.14.14/tx.hls.huya.com/src/78941969-2559461593-10992803837303062528-2693342886-10057-A-0-1-imgplus.flv#http://tx2play1.douyucdn.cn/live/288016rlols5.xs#http://epg.112114.xyz/huya/lpl
姿态,http://121.51.14.14/tx.hls.huya.com/src/2367547387-2367547387-10168538598895255552-4735218230-10057-A-0-1-imgplus.flv#http://121.51.14.14/tx.hls.huya.com/src/2367547387-2367547387-10168538598895255552-4735218230-10057-A-0-1-imgplus.m3u8#http://epg.112114.xyz/huya/333003
KiD影院,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
Hot亚洲影院,http://39.136.48.2:8089/PLTV/88888888/224/3221225844/index.m3u8
Hot欧美影院,http://39.136.48.4:8089/PLTV/88888888/224/3221226345/index.m3u8
企鹅漫威十年,http://111.6.232.36/txpcdn.liveplay.egame.qq.com/3954_616645877.m3u8
企鹅国外影院,http://111.6.232.36/txpcdn.liveplay.egame.qq.com/live/3954_382971876.m3u8
企鹅国内影院,http://111.6.232.36/txpcdn.liveplay.egame.qq.com/live/3954_199681168.m3u8
企鹅恐怖影院,http://111.6.232.36/txpcdn.liveplay.egame.qq.com/live/3954_363783415.m3u8
IPTV淘电影,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226552/index.m3u8?servicetype=1&icpid=88888888&accounttype=1&limitflux=-1&limitdur=-1&GuardEncType=2&accountinfo=OMDVq6b4lEslJm1UnEjrD67bT%2BdBi%2FstmegbNVdYPJSeBmMWSNPD7Wrrjb2ZDi7Um5UxWiZupPnRfM4wLeS74RrZe%2BRE99EyWRk%2B%2Fh2ZwKeBjD%2BfZ9Mz5UmtqpVNJkd9dPTPolsaS4II0YdOjxvNng%3D%3D%3A20201004145232%2C60D21CCCB8A5%2C112.64.2.198%2C20201004145232%2C10000100000000050000000003887498%2CA23CC1CD0AC72C120DCED3BED1AC1863%2C-1%2C0%2C1%2C-1%2C%2C2%2C2201300%2C17%2C%2C2%2CEND&RTS=1601794352&from=6&popid=6&hms_devid=3661&prioritypopid=6&vqe=1#http://221.179.136.142:443/PLTV/88888888/224/3221226552/1.m3u8
IPTV淘剧场,http://39.134.134.84/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226553/index.m3u8?servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&GuardEncType=2&accountinfo=3QGHZfaujB8rRCsAsCvwpxxlHr4QY7xmzJA0CWZ2m2oFrdR%2B0WqiDAHoOrKmOBjJo1DAVyGMxV75D0k9A8UW52%2FrO%2F0g1FiOsgmHLskIhGej57NNTIcVyR%2FC8%2FqFakBOatI%2F3LD77f6VT%2BVI0tODRw%3D%3D%3A20211105223205%2C10000100000000050000000003887497%2CF6D75A298389DD1E7C3B7D397327CA23%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2CEND#http://221.179.136.134:443/PLTV/88888888/224/3221226553/1.m3u8
IPTV淘娱乐,http://39.134.134.88/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226551/index.m3u8?servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&GuardEncType=2&accountinfo=3QGHZfaujB8rRCsAsCvwpxxlHr4QY7xmzJA0CWZ2m2oFrdR%2B0WqiDAHoOrKmOBjJo1DAVyGMxV75D0k9A8UW52%2FrO%2F0g1FiOsgmHLskIhGej57NNTIcVyR%2FC8%2FqFakBOtChdQBj46BMs%2FmbjOB0PZw%3D%3D%3A20211105223205%2C10000100000000050000000003887499%2CF6D75A298389DD1E7C3B7D397327CA23%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2CEND#http://221.179.136.136:443/PLTV/88888888/224/3221226551/1.m3u8
IPTV淘BABY,http://39.134.134.89/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226554/index.m3u8?servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&GuardEncType=2&accountinfo=3QGHZfaujB8rRCsAsCvwpxxlHr4QY7xmzJA0CWZ2m2oFrdR%2B0WqiDAHoOrKmOBjJo1DAVyGMxV75D0k9A8UW52%2FrO%2F0g1FiOsgmHLskIhGej57NNTIcVyR%2FC8%2FqFakBOBGhARyizMEPlAOe9nM1b5Q%3D%3D%3A20211105223205%2C10000100000000050000000003887496%2CF6D75A298389DD1E7C3B7D397327CA23%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2CEND#http://221.179.136.146:443/PLTV/88888888/224/3221226554/1.m3u8
IPTV萌宠TV,http://39.134.134.84/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226555/index.m3u8?servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&GuardEncType=2&accountinfo=3QGHZfaujB8rRCsAsCvwpxxlHr4QY7xmzJA0CWZ2m2oFrdR%2B0WqiDAHoOrKmOBjJo1DAVyGMxV75D0k9A8UW52%2FrO%2F0g1FiOsgmHLskIhGej57NNTIcVyR%2FC8%2FqFakBOSDD3mErwuVWF5DqfHIW%2FMQ%3D%3D%3A20211105223205%2C10000100000000050000000003887495%2CF6D75A298389DD1E7C3B7D397327CA23%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2CEND#http://221.179.136.152:443/PLTV/88888888/224/3221226555/1.m3u8
IPTV4K超清,http://39.134.134.85/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226550/index.m3u8?servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&GuardEncType=2&accountinfo=3QGHZfaujB8rRCsAsCvwpxxlHr4QY7xmzJA0CWZ2m2oFrdR%2B0WqiDAHoOrKmOBjJo1DAVyGMxV75D0k9A8UW52%2FrO%2F0g1FiOsgmHLskIhGej57NNTIcVyR%2FC8%2FqFakBO3%2B2%2FLci77HWE%2FMDUdCEgEA%3D%3D%3A20211105223205%2C10000100000000050000000003887500%2CF6D75A298389DD1E7C3B7D397327CA23%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2CEND#http://221.179.136.148:443/PLTV/88888888/224/3221226550/1.m3u8
IPTV大健康,http://221.179.136.140:443/PLTV/88888888/224/3221226556/1.m3u8
IPTV4K,http://124.232.231.246:6610/000000001001/201500000218/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2
IPTV高清院线,http://58.20.64.92:9999/tsfile/live/1033_1.m3u8
IPTV古装剧场,http://58.20.64.92:9999/tsfile/live/1044_1.m3u8
IPTV抗战剧场,http://58.20.64.92:9999/tsfile/live/1032_1.m3u8
黑莓电影,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/jdianying/1.m3u8#http://183.207.249.14/PLTV/3/224/3221225567/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225718/index.m3u8#http://183.207.249.14/PLTV/3/224/3221225567/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225718/index.m3u8#http://111.40.196.9/PLTV/88888888/224/3221225610/index.m3u8
黑莓动画,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/donghuawg/1.m3u8#http://183.207.249.15/PLTV/3/224/3221225555/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225672/index.m3u8#http://39.134.67.7:80/wh7f454c46tw3677941986_2066137605/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/1590395940-1.m3u8#http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/1.m3u8
哒啵赛事,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/wmyx/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225675/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225653/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225559/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225653/index.m3u8
CHC动作电影,http://111.20.33.93/PLTV/88888893/224/3221226465/index.m3u8#http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8
CHC家庭影院,http://111.20.33.93/PLTV/88888893/224/3221226462/index.m3u8#http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8#http://39.134.19.153:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/index.m3u8
CHC高清电影,http://111.20.33.93/PLTV/88888893/224/3221226463/index.m3u8#http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8#http://39.134.18.68/PLTV/88888888/224/3221232382/index.m3u8#http://39.134.19.76:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/index.m3u8
SiTV欢笑剧场,http://183.207.255.188/live/program/live/hxjchd/4000000/mnf.m3u8#http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226582/index.m3u8#http://111.20.33.93/PLTV/88888893/224/3221226582/index.m3u8
SiTV都市剧场,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226581/index.m3u8#http://111.20.33.93/PLTV/88888893/224/3221226581/index.m3u8
SiTV动漫秀场,http://183.207.255.188/live/program/live/dmxchd/4000000/mnf.m3u8
SiTV劲爆体育,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/jbtyhd/2300000/mnf.m3u8
SiTV极速汽车,http://183.207.255.188/live/program/live/jsqchd/4000000/mnf.m3u8#http://111.20.33.93/PLTV/88888893/224/3221226574/index.m3u8#http://112.25.48.68/live/program/live/jsqchd/4000000/mnf.m3u8
SiTV游戏风云,http://183.207.255.188/live/program/live/yxfyhd/4000000/mnf.m3u8#http://111.20.33.93/PLTV/88888893/224/3221226579/index.m3u8#http://112.25.48.68/live/program/live/yxfyhd/4000000/mnf.m3u8
SiTV生活时尚,http://183.207.255.188/live/program/live/shsshd/4000000/mnf.m3u8
SiTV东方影视,http://183.207.255.188/live/program/live/dsjpdhd/4000000/mnf.m3u8#http://111.40.196.9/PLTV/88888888/224/3221225615/index.m3u8#http://140.207.241.3:8080/live/program/live/dsjpdhd/4000000/mnf.m3u8
SiTV五星体育,http://111.40.196.25/PLTV/88888888/224/3221225503/index.m3u8#http://140.207.241.2:8080/live/program/live/ssty/4000000/mnf.m3u8#http://112.25.48.11/live/program/live/ssty/4000000/mnf.m3u8
精彩电视剧,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8
精彩体育,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226010/index.m3u8
精彩电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226011/index.m3u8
精彩综艺,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226009/index.m3u8
Music TV,http://1hdru-hls-otcnet.cdnvideo.ru/onehdmusic/tracks-v1a1/index.m3u8
俄罗斯音乐台,http://hls-video01.cdnvideo.ru/video01/smil:video01.smil/chunklist_b4128000.m3u8
CBN每日影院,http://kid.hfcatv.com.cn:13164/playurl?playtype=live&protocol=hls&accesstoken=R5F15C63AU30947030K77359BACI93B1EF78P8M2FAF228V0Z53085W162382CFCB4DC7EC&playtoken=31667LZMVCGFXDL10&verifycode=2000000576&rate=org&programid=4200000214.m3u8&ts=50&auth=no#http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=71&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
CBN风尚生活,http://kid.hfcatv.com.cn:13164/playurl?playtype=live&protocol=hls&accesstoken=R5F15C63AU30947030K77359BACI93B1EF78P8M2FAF228V0Z53085W162382CFCB4DC7EC&playtoken=31667LZMVCGFXDL10&verifycode=2000000576&rate=org&programid=4200000215.m3u8&ts=50&auth=no
纯享4K,http://39.135.138.60:18890/PLTV/88888910/224/3221225786/index.m3u8#http://39.135.32.28:6610/PLTV/77777777/224/3221225726/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://39.134.115.163:8080/PLTV/88888910/224/3221225786/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225786/index.m3u8
爱上4k,http://39.134.24.220/PLTV/88888888/224/3221226005/index.m3u8#http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226352/index.m3u8#http://39.134.19.135/PLTV/88888888/224/3221226005/1.m3u8
CCTV 4K,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8
咪咕视频4K,http://117.136.154.98/PLTV/88888888/224/3221225833/index.m3u8
LOVE NATURE 4K,http://177.20.208.58:8000/play/a03r/index.m3u8
求索纪录,http://39.134.65.162/PLTV/88888888/224/3221225713/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225713/index.m3u8#http://183.214.126.200:3003/live/qsjl/index.m3u8
求索动物,http://39.134.66.66/PLTV/88888888/224/3221225730/index.m3u8#http://39.134.65.162/PLTV/88888888/224/3221225730/index.m3u8#http://astream.apk1088.com:18888/channel.php?id=QSDWHD_7000
求索科学,http://39.134.65.162/PLTV/88888888/224/3221225728/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225728/index.m3u8#http://astream.apk1088.com:18888/channel.php?id=qiusuokexueHD_7000
求索生活,http://39.134.65.162/PLTV/88888888/224/3221225715/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225715/index.m3u8#http://astream.apk1088.com:18888/channel.php?id=QSSHHD_7000
狗狗TV,http://124.232.231.246:6610/000000001001/201500000333/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2
CNC·中文台,http://source07.v.news.cn/live/CNC_CN/playlist.m3u8
CNC·英文台,http://source07.v.news.cn/live/CNC_EN/playlist.m3u8
IPTV5+,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226345/index.m3u8


丛林奇航,https://vod.bunediy.com/20210731/htf0kjSn/index.m3u8
速度与激情1,https://vod.bunediy.com/20200504/hzsbE24q/index.m3u8
速度与激情2,https://vod.bunediy.com/20200508/XEPv04NL/index.m3u8
速度与激情3,https://vod.bunediy.com/20200502/o0W0XpNu/index.m3u8
速度与激情4,https://vod.bunediy.com/20201123/iGZ3KNq0/index.m3u8
速度与激情5,https://vod.bunediy.com/20200411/1LxuwQJG/index.m3u8
速度与激情6,https://vod.bunediy.com/20200502/UkkujEjt/index.m3u8
速度与激情7,https://vod.bunediy.com/20200411/KIyfciyV/index.m3u8
速度与激情8,https://vod.bunediy.com/20200506/ojX8vBqa/index.m3u8
速度与激情9,https://sod.bunediy.com/20210801/jS39LVvB/index.m3u8
碟中谍1,https://vod.bunediy.com/20200502/XQLlxzBj/index.m3u8
碟中谍2,https://vod.bunediy.com/20200502/q8QQd3A7/index.m3u8
碟中谍3,https://vod3.buycar5.cn/20201112/pKdRJ5In/1000kb/hls/index.m3u8
碟中谍4,,https://vod.bunediy.com/20200507/YDyIVxVC/index.m3u8
碟中谍5,https://vod.bunediy.com/20200430/txxPIQyd/index.m3u8
碟中谍6,https://vod.bunediy.com/20200505/oISZDOVe/index.m3u8
刺客联盟,https://vod.bunediy.com/20200501/MlJ8cFEN/index.m3u8
刺客学妹,https://vod.bunediy.com/20200429/zHcjL0Tl/index.m3u8
超能查派,https://vod.bunediy.com/20210423/82vlXTCU/index.m3u8
小人物,https://vod.bunediy.com/20210415/YfavRyHH/index.m3u8
扫黑·决战,https://vod3.buycar5.cn/20210529/PzbOlrXI/1000kb/hls/index.m3u8
扫黑英雄,https://vod.bunediy.com/20210124/EG8OPhzd/index.m3u8
那些希望我死的人,https://vod.bunediy.com/20210516/AbSAaINO/index.m3u8
大师,https://vod.bunediy.com/20210425/qwGkUpoC/index.m3u8
三重威胁之跨国大营救,https://video.buycar5.cn/20200921/O0MOuVMW/1000kb/hls/index.m3u8
冷血悍将,https://vod.bunediy.com/20210430/plO3QxQN/index.m3u8
绝地狙杀,https://vod.bunediy.com/20210701/aP44AiJA/index.m3u8
特种兵归来4替身疑云,https://vod.bunediy.com/20210205/Gx2xszWU/index.m3u8
绝色逃生,https://vod.bunediy.com/20210626/7bUKvRKo/index.m3u8
狂鼠列车,https://vod.bunediy.com/20210114/ziOkPTse/index.m3u8
神枪手,https://vod.bunediy.com/20210413/PkK1Hiw3/index.m3u8
异类,https://vod.bunediy.com/20210610/AC0zFCUv/index.m3u8
绅士们,https://vod.bunediy.com/20210320/VOust4l2/index.m3u8
新王加冕,https://vod4.buycar5.cn/20210121/ecrjDZB9/1000kb/hls/index.m3u8
狩猎,https://v3.szjal.cn/20200322/gWs4wNoB/1000kb/hls/index.m3u8
惊天营救,https://video.buycar5.cn/20200802/yWMtbad5/2000kb/hls/index.m3u8
特别有种：致命行动,https://vod.bunediy.com/20200802/FIorqGhz/index.m3u8
漫画威龙之大话特务,https://vod.bunediy.com/20200612/SBZqNjlS/index.m3u8
火药奶昔,https://vod.bunediy.com/20210715/n0yn4g7S/index.m3u8
疾速猪杀,https://vod.bunediy.com/20210717/alo7iYhP/index.m3u8
黑寡妇2021,https://vod.bunediy.com/20210709/J4Ja9qwI/index.m3u8
刺杀小说家,https://vod.bunediy.com/20210409/nGotUHrq/index.m3u8
归零地2021,https://vod.bunediy.com/20210706/XSEsvr0h/index.m3u8
杀手妻子的保镖,https://vod.bunediy.com/20210704/hG0M3qZC/index.m3u8
午夜2021,https://vod.bunediy.com/20210703/GZ6IqYxN/index.m3u8
21座桥,https://vod.bunediy.com/20210627/AEdWV4N6/index.m3u8
混沌行走,https://vod4.buycar5.cn/20210404/YcZULYzt/1000kb/hls/index.m3u8?_t=1625026587283
大师2021,https://vod4.buycar5.cn/20210425/VnSyV10a/1000kb/hls/index.m3u8?skipl=1
角头外传,https://vod3.buycar5.cn/20210525/TAG22gSv/1000kb/hls/index.m3u8
武状元苏乞儿之天降神谕,https://vod.bunediy.com/20210531/AmxIzH9e/index.m3u8
偷天侠盗团,https://vod.bunediy.com/20210610/AC0zFCUv/index.m3u8
极地反击,https://vod.bunediy.com/20210604/yCxhkxv0/index.m3u8
人之怒,https://vod.bunediy.com/20210525/OF39UXjP/index.m3u8
漠北追击,https://vod.bunediy.com/20210624/tOnad2Sz/index.m3u8
科幻片,#genre#
X特遣队全员集结,https://sod.bunediy.com/20210806/zhCJwweF/index.m3u8
黑衣人1,https://vod.bunediy.com/20210423/sPJL0UDN/index.m3u8
黑衣人2,https://vod.bunediy.com/20210423/pwxKyrkx/index.m3u8
黑衣人3,https://vod.bunediy.com/20210423/YTNsu0ts/index.m3u8
僵尸世界大战,https://vod.bunediy.com/20201114/9NGt3RRS/index.m3u8
人类清除计划1,https://vod.bunediy.com/20210614/ugWIoqlI/index.m3u8
人类清除计划2,https://vod.bunediy.com/20210614/a41vtWN3/index.m3u8
人类清除计划3,https://vod.bunediy.com/20210614/hUKaRUH9/index.m3u8
人类清除计划4,https://vod.bunediy.com/20210614/OJEilvp8/index.m3u8
人类清除计划5,https://vod.bunediy.com/20210718/Qh7w1Rip/index.m3u8
格罗姆少校,https://vod.bunediy.com/20210708/vQm4fsPn/index.m3u8
缉魂2021,https://vod.bunediy.com/20210226/7cpHlqFm/index.m3u8
明日之战2021,https://vod.bunediy.com/20210702/zTBLVa5m/index.m3u8
寂静之地2021,https://vod.bunediy.com/20210628/PSuVWdEh/index.m3u8
胜利号2021,https://vod.bunediy.com/20210205/KxIiSJ5H/index.m3u8
哥斯拉大战金刚2021,https://vod.bunediy.com/20210331/LBhwkrkZ/index.m3u8
无限2021,https://vod.bunediy.com/20210611/M3vrMbYw/index.m3u8
末日激战2021,https://vod.bunediy.com/20210210/ZRRJVnFq/index.m3u8
外星罪孽2021,https://vod.bunediy.com/20210602/zNfpRTE2/index.m3u8
信条2020,https://vod.bunediy.com/20201128/vPsvLMCa/index.m3u8
我们需要谈谈AI2020,https://vod.bunediy.com/20210403/HiGsIIrq/index.m3u8
绝密档案2020,https://vod.bunediy.com/20201114/wkJl97Qv/index.m3u8
喋血战士2020,https://vod.bunediy.com/20210103/6yJbUvOu/index.m3u8
变形金刚1,https://vod.bunediy.com/20200430/NfSpDY3H/index.m3u8
变形金刚2,https://vod.bunediy.com/20200413/sS5mUOIR/index.m3u8
变形金刚3,https://vod.bunediy.com/20200503/S8C2H0KH/index.m3u8
变形金刚4,https://vod.bunediy.com/20200413/dHlVjwOc/index.m3u8
变形金刚5,https://vod.bunediy.com/20200413/uGp9n5uQ/index.m3u8
变异巨蟒,https://vod.bunediy.com/20210502/8Xmd0onj/index.m3u8
活死人军团,https://vod.bunediy.com/20210521/VwWoDVSP/index.m3u8
大圣无双,https://vod.bunediy.com/20210617/0C4mR3nv/index.m3u8
死侍2我爱我家,https://vod.bunediy.com/20210618/eLszCspg/index.m3u8
天际浩劫3,https://vod3.buycar5.cn/20201218/uVdSCVK0/1000kb/hls/index.m3u8
鲨鱼:起点2021,https://vod.bunediy.com/20210629/0dNbrFMG/index.m3u8
阿丽塔,https://vod2.buycar5.cn/20201029/45OCwScC/1000kb/hls/index.m3u8
皇家次子女秘密组织,https://vod4.buycar5.cn/20201116/cLjrmY2D/1000kb/hls/index.m3u8
超能计划,https://video.buycar5.cn/20200818/SEImmz43/1000kb/hls/index.m3u8
喜劇片,#genre#
男儿王,https://sod.bunediy.com/20210805/1QqETSkl/index.m3u8
奇花记,https://vod.bunediy.com/20210528/rhWni38B/index.m3u8
十四天之暖春来,https://vod.bunediy.com/20210524/5uzpnQYP/index.m3u8
超越2021,https://vod.bunediy.com/20210715/rXrhK4HA/index.m3u8
你好李焕英2021,https://n1.szjal.cn/20210501/qrmmoZW5/index.m3u8
比得兔2021,https://vod.bunediy.com/20210706/92Da0kz4/index.m3u8
人潮汹涌2021,https://vod.bunediy.com/20210414/RY8Zet12/index.m3u8
非常保镖2021,https://vod.bunediy.com/20210523/c5qB9U3N/index.m3u8
巴布与斯塔尔的维斯塔德尔玛之旅2021,https://vod.bunediy.com/20210308/o6hjkoYM/index.m3u8
疯狂原始人2020,https://vod.bunediy.com/20210216/rwr9EzzI/index.m3u8
同学麦娜丝2020,https://vod.bunediy.com/20210220/cyVIj5y0/index.m3u8
骗骗爱上你2020,https://vod.bunediy.com/20210312/2jXLYT3u/index.m3u8
练爱ing2020,https://vod.bunediy.com/20210708/unRdFznE/index.m3u8
腿2020,https://vod.bunediy.com/20210401/AduS3RVk/index.m3u8
公子变形计2020,https://vod.bunediy.com/20210529/ckFQWzVN/index.m3u8
乘风破浪泰国版2019,https://vod.bunediy.com/20210126/XVngNt7P/index.m3u8
电击女孩2015,https://vod.bunediy.com/20200429/OUqG2Zq2/index.m3u8
我很好谢谢我爱你2014,https://vod.bunediy.com/20200423/oCe42Mqu/index.m3u8
九叔归来2,https://vod.bunediy.com/20210520/wTozNEgQ/index.m3u8
宝贝老板2,https://vod.bunediy.com/20210706/NiYYm3Ki/index.m3u8
